iter	Passed	Remaining
417	2448	1353
418	2452	1346
419	2457	1339
420	2467	1336
421	2475	1331
422	2479	1324
423	2483	1317
424	2487	1311
425	2491	1304
426	2495	1297
427	2499	1290
428	2503	1283
429	2507	1277
430	2511	1270
431	2514	1263
432	2518	1256
433	2521	1249
434	2525	1242
435	2528	1235
436	2532	1228
437	2535	1221
438	2538	1214
439	2541	1207
440	2544	1200
441	2547	1193
442	2552	1186
443	2555	1180
444	2559	1173
445	2563	1166
446	2566	1159
447	2570	1153
448	2574	1146
449	2577	1140
450	2581	1133
451	2585	1126
452	2589	1120
453	2592	1113
454	2596	1107
455	2600	1100
456	2604	1094
457	2608	1087
458	2612	1081
459	2616	1075
460	2623	1069
461	2626	1063
462	2630	1056
463	2633	1050
464	2637	1043
465	2640	1036
466	2643	1030
467	2646	1023
468	2650	1017
469	2653	1010
470	2657	1004
471	2660	997
472	2664	991
473	2667	984
474	2670	978
475	2674	972
476	2677	965
477	2681	959
478	2684	952
479	2687	946
480	2691	940
481	2694	933
482	2698	927
483	2701	921
484	2705	914
485	2708	908
486	2711	902
487	2714	895
488	2717	889
489	2720	882
490	2724	876
491	2727	870
492	2730	864
493	2733	857
494	2740	852
495	2744	846
496	2747	840
497	2749	833
498	2752	827
499	2755	821
500	2758	814
501	2760	808
502	2763	802
503	2765	795
504	2768	789
505	2770	783
506	2773	776
507	2776	770
508	2778	764
509	2781	757
510	2783	751
511	2785	745
512	2787	739
513	2790	732
514	2792	726
515	2794	720
516	2796	714
517	2798	707
518	2800	701
519	2803	695
520	2805	689
521	2807	683
522	2809	676
523	2811	670
524	2814	664
525	2816	658
526	2818	652
527	2820	646
528	2822	640
529	2825	634
530	2827	628
531	2829	622
532	2831	616
533	2834	610
534	2836	604
535	2838	598
536	2840	592
537	2843	586
538	2845	580
539	2847	574
540	2849	568
541	2852	563
542	2854	557
543	2856	551
544	2858	545
545	2860	539
546	2863	533
547	2865	528
548	2867	522
549	2869	516
550	2871	510
551	2873	505
552	2876	499
553	2878	493
554	2881	487
555	2883	482
556	2886	476
557	2888	471
558	2891	465
559	2894	459
560	2896	454
561	2898	448
562	2901	443
563	2904	437
564	2906	432
565	2908	426
566	2911	421
567	2913	415
568	2916	409
569	2918	404
570	2921	399
571	2924	393
572	2926	388
573	2928	382
574	2931	377
575	2934	371
576	2937	366
577	2939	361
578	2941	355
579	2943	350
580	2945	344
581	2948	339
582	2950	334
583	2952	328
584	2954	323
585	2956	317
586	2958	312
587	2961	307
588	2963	301
589	2965	296
590	2968	291
591	2970	286
592	2973	280
593	2975	275
594	2977	270
595	2979	264
596	2981	259
597	2984	254
598	2986	249
599	2988	244
600	2989	238
601	2991	233
602	2993	228
603	2995	223
604	2997	218
605	2999	212
606	3001	207
607	3003	202
608	3005	197
609	3007	192
610	3009	187
611	3011	182
612	3012	176
613	3015	171
614	3017	166
615	3019	161
616	3020	156
617	3023	151
618	3025	146
619	3027	141
620	3029	136
621	3031	131
622	3033	126
623	3035	121
624	3037	116
625	3039	111
626	3041	106
627	3043	101
628	3045	96
629	3047	91
630	3049	86
631	3051	82
632	3052	77
633	3054	72
634	3056	67
635	3058	62
636	3060	57
637	3062	52
638	3064	47
639	3066	43
640	3068	38
641	3070	33
642	3072	28
643	3074	23
644	3076	19
645	3078	14
646	3080	9
647	3082	4
648	3084	0

642	4340	40
643	4343	33
644	4347	26
645	4350	20
646	4353	13
647	4357	6
648	4360	0
647	4722	7
648	4730	0
647	5054	7
648	5059	0
